"person","sequence_id","coin","start","sequence"
"pierreG","46","100JPY","t","tthtxthhhthhhhhthtthtthtthtxhhthxhxtttthxtthhtththhhthhhtthhtttththhhxtthhttthhhttthhhhhttthhhtxhhxthhtthhht"
"pierreG","47","100JPY","h","ttththtttththtthtthhhxthhhtthxxthhththhttxtttthtthththtthhtttthhthxhhhhtththhhttxhhthtthttththhhhhthhhhtth"
"pierreG","48","100JPY","t","ttttxthhthhthhxhhhtxththttthxthhhhhtthhhtxhxhhthhhhhtttthhhhhhtthtthhhththhththtxttthththtththhhhhxttthttxhhh"
"pierreG","49","100JPY","h","hxttttthtthtthhxtthtttttthtthhhtttthhtthhthtxxhhththhhhhththttthxthxtxtthhtxthhhththhthtttththxhtthtttxtttthth"
"pierreG","50","100JPY","t","htttxthtthhhthtthtththhhhhtttttththtththththhhhtxhtthhxthtxhhhtxhthhxxthtthhhttthhthttxhxhtthhtthhhhhhhttttth"
"pierreG","51","100JPY","h","thhhtthxthhtthtxxhthhttthttttthhthhthhttthhtthttttthttthttttthhhhtthttthhthtthhhhhthhxhhhhtthhhhhhthttth"
"pierreG","52","100JPY","t","thhthhhthttttthhtttxthhhthtxhththtxtttthhttttxtxhhthhththththhtttthhhthhthhththhtxthhhththxtthhhhhtxhhxttttth"
"pierreG","53","100JPY","h","ttththtthttthththhtxhhhttxttthhtthxththtthtthhttththhhhtthhhthtthhhttttttxhhhthhhhhtthtthtthxhtthxtttthhtt"
"pierreG","54","100JPY","t","thhhhhhtthtththxhhtttthhhthxthhhhhhtthhhtxttthhhhthhhhthhhhtthttxthtthttththhttttttthhhhhhhthhhtthhttttt"
"pierreG","55","100JPY","h","hthhthhtthhthxhhhttthxtxhttthhhttthtthttththhtththtxtttthttthtthhhhhhhttthxhttthxtxhttttththtthhthxtxttththht"
"pierreG","56","100JPY","t","tthhhhththtxtthhxhtttttttttthtthhthhhhhthhxtxxhthhthtthhthhtthhtththtthttxhhhhththhhthhhthhhxhhtthhhttthhth"
"pierreG","57","100JPY","h","hthhtthhhhhhhhxxthtthhhthhhhtttxhhtthththhxtthhhttxhhhhthxtthxhhththhtthhtttttthhtththttttthhxhhhhthhxhtttxthxh"
"pierreG","58","100JPY","t","hhthhhthxthhtthtxthththxhhhthhtxthhthhhhttthhhhttxthxttthxtxthhttttthhtxhhhxhthhtttxthhhhthththtthhhhhhhtthhhtt"
"pierreG","59","100JPY","h","htthhhthtxthhxhhhthhhhxhhthtthththttttttthttthxtthtttthtthhhhthhtxhttthhhtttthhthtthxttthhthxtttthhxthhtthtt"
"pierreG","60","100JPY","t","hhthtthhtxthhhthhttththhxthththtxhhttxhthththhthhhthhhhttthtttththtxhhtthtttthhtthhthtttttthhxhthtththttht"
"pierreG","61","5JPY","h","tththhhhhhtttttthxttttththhhhttththtththtthtttttxhtttthhxtthhhttxthhhtthhhthhtthhhthtthhhthtthhhtxhhhthhh"
"pierreG","62","5JPY","t","tthhhhththththttthhtththtthhthhtxhtththhhhhxhthtthhhttthtxhhthhhhxtthhtthhthtththhhthhxtthhhhhhhhtthhttth"
"pierreG","63","5JPY","h","thtthtxhhhthththththhhthtttttthxhtttthtthhhhthhhhththhhthhhxhhhhhhhthhtttthhttthhhhxhttttththhhththhhhht"
"pierreG","64","5JPY","t","hhxththhthhhthtthtthxthtxhhhhhhhhththttthxthhxhhhthtthtthhttthhhthhhhthhththhhxthhtttxhtttthhhthtththhhttht"
"pierreG","65","5JPY","h","hhttthttthhttththtxthtttttthtthtthxtxthhhthhtthhtxttthhtthtttthhtthhhthttttthhthtthhthtttttxtthttttttthtxh"
"pierreG","66","5JPY","t","txthhhtthhhhthxtthhtttthhthhthttthhhhhtthhtththtttthhtthtttthxtthttththhhhhhhhththtthhthhthhhhhtthhthhh"
"pierreG","67","5JPY","h","tttttttthhttxhthhththtttthhtththhtttthhtxhhxhhhthhthxhtthttttthhhhttthxthhthhhtttththhththhththtthtttttht"
"pierreG","68","5JPY","t","thhthtthhhhtthhtxthtthhthhthhhhtthhthhhhtthhhttthtthhttttthxxthhttttttxhthtthhhhttttthtthhtthhthtthhhthh"
"pierreG","69","5JPY","h","hthhtxhhthtttxthttthhhtththhtthhthxthhhthhhtttthttttthttthhhhhthhhhhhhhhttthhhtthhhtthhthhhhhhhhthtthhh"
"pierreG","70","5JPY","t","hhhthhhxhthththhhthththttttttththhhtthtthththhhhhtthxhhtxhtthttthxthxthththhxhtxhhttththhhhthththhtthhthxhht"
"pierreG","71","5JPY","h","ththhtthxhhxhhtthtthhthhtthhhhhtthhthhttththhhthhhhhttttthttthhthththhthhttxhttxttthhtttthhhtthhthtththh"
"pierreG","72","5JPY","t","hthttttxthttthhtththhhhttthhthhtthtttxhhtxtthttthtttththhhthttttthhhthhttttthxhxthhthtttththtxttttttxhhxtttt"
"pierreG","73","5JPY","h","thhhttttxttttthhthhtttthxhtthtxhhtttthttttxxhhththththxththttthtththhhtttttxtthhthhhtthhxttththhttxhhttthhhtt"
"pierreG","74","5JPY","t","thhtxhhhhhxhttththththhtthttthttxhtthhthttttttthtthhxxthxhththhhthhthhthttxththtxtthhhhhtxhtththttthhhhtxthhht"
"pierreG","75","5JPY","h","hhhthtthhthhxhhhhthtthhttththhtxhththhhthtxhhhtthhhttxhhhhttthtththhththhhtttttttthtthtthhttxttxtthhtttttt"
"pierreG","76","2CHF","t","thhtttthhhtxhthhthhhthhthhhhhhttthtthtthhhhthttthththththhhtthhhhhhhththttthhhthhhxthhtttxhhhthhhhtttht"
"pierreG","77","2CHF","h","hhtthhhttthttttthhthhtxtthhhththththhhhtttthththhhttthhhtttththththhxhxtththtththhhhthhhtttthhhtthhhthh"
"pierreG","78","2CHF","t","hthhhtttttthhthttthhtthhhhhthhthxthhhhhhththhthttttthtttthhtthhtthhhhthhhthhttthhtthhhhhtthhxttththhth"
"pierreG","79","2CHF","h","hhhhtthtthttthhhhthhthtthhhththhhthhthtthtttththhtthxhthhthtxhhtthttthhttththhttttthhhtthhhthhttthtttt"
"pierreG","80","2CHF","t","hthtththttttttthhttttththxhthtttttttthhtthhtttthhthhtththhhttttththhhhthhthhtthtxttthhhhtthtttthtthhtxt"
"pierreG","81","2CHF","h","tthttttttxhhhhtttththtttttthhhhhthhththhtttthhhhhtxhthhtthhttththhthththththhtthhhhhhtththhhthttthhhht"
"pierreG","82","2CHF","t","hhthhthhhthtxhttxtthththththtthhtttthhhhhththhhtthhththttthhhththhthhxhthhxhthhhthhthhhhthhhtthhhhththtt"
"pierreG","83","2CHF","h","thtttthhhhhthtthttthhtttthhhtthtttththhhththhtththhththhhhhtthhtththttthttthhhhttthttththttthhttthht"
"pierreG","84","2CHF","t","hhhhhhhtttthttttthhhhhhtthhhhthhhtttthhhhhtthhthhhthhttthhhhhhhthtthhttthhhttttthththththtthhttththh"
"pierreG","85","2CHF","h","thhthtthhhthhhthhhhttthhhhthththtttttthxthtththhtthhtthtthththhhthhhhtthhthhththththhhhtttthtthxhhhtth"
"pierreG","86","2CHF","t","hhttttttttthththttthttttthhhhhthttttthhtttttthhtthhhhhtthtthttthhththhttththtthhhhtthhhhhhhthttththt"
"pierreG","87","2CHF","h","tthhttthhhtttthhhhhtttthhhhhhhhtthttthhhhthhhttthttththhtththhtthttthttththttxhtthhhhttttththhtthhhht"
"pierreG","88","2CHF","t","tttttthhtttthhhhxththhthththhtxhhhthhttththhththtththhhththhhhtttthhttthhtththtthtttthhthtthhhtxhtththh"
"pierreG","89","2CHF","h","hththtttththtthtththhhhtttthtthhtthhhtthttttthttthththtthttttthhtththhhhhxhttthhhhhthhhtththtthtththh"
"pierreG","90","2CHF","t","hthththtxthtttthtthhtxtthtttthttthhhhtthtthhttthhthhhhhthhhhtttthhhhtthhhxhthtxthhhhhthhthhhttththtththh"
"pierreG","91","2EUR","h","hhttthtthttthhthttttttthttththtttttttttthhthtthxtthtttttthhthtthtttthhttttxtthhttttthtthhhhththtthhhtt"
"pierreG","92","2EUR","t","hthhttttththtthtththhthhtttttththtthhhhhhhthhthttthtttttttttthhththtttthhhththhhthhhttxhhhhhhttththhh"
"pierreG","93","2EUR","h","hththhththhtthhthhthttththttttththththtthhhtthtthtthhtthhthhhhthxxhttthtthhhthttthhxhhhhhhhttthhthththt"
"pierreG","94","2EUR","t","httthhthhhthhhthhhhhhtttththttththhththxhthhhtthhhhtthhttttthhttththhtthtthhtttthhhxtthhhhxthhhtthhttth"
"pierreG","95","2EUR","h","hthhhthhthhhhttttthhththhhhthhhtthththttththhhtttttttthttthhhttththhhhhttthhhhhtthtthxhhhhthhhtthhtth"
"pierreG","96","2EUR","t","hhhtttthhthhhhhhththhthttthththtthttxhhhthhtthhttthhhthhttthhthtthttththtthtththhthhthtttthttthhttthh"
"pierreG","97","2EUR","h","hhthhhttthhhthhththtthhtttthhhxhtttttthhtxttthtththhtthhthhtththttttthhhhthhtthxttttththtthhttthththhtt"
"pierreG","98","2EUR","t","thhtththttththtthhttthtttthtthttthhtthhtththtttththtttxttttthhhtthhtthhhthhthhhhthhthhttthhththhhthhh"
"pierreG","99","2EUR","h","hhhhhttthhtththxthththhhtthttttththhttttthttthhtthxhhtthtttthttxtthhttthtthhthtttthtxhhhhttttttththttttt"
"pierreG","100","2EUR","t","thhhhhthhtthhhhthththtthhthtttthtththhhhththhhtthtthhhhtththhhthhtththhtthhthhhthththttthhxtttthhtxthh"
"pierreG","101","2EUR","h","hhhtxtthhhhhhhththththhthtttttthhtthhhhhtthhhthhttthtththhthhhhhtxtthtththhtttthtththhhtththhhhtthhtth"
"pierreG","102","2EUR","t","hththhhtttththtthtttthhhttthhthhhhtthttthhhhhthtthhthtthtththhhtthhtthhhthtthhhhhhthhhhhhththththtth"
"pierreG","103","2EUR","h","hthththhttthtttthhttttthtthhhthththhttththhhhthhtthhtttththtthhhhthtthhttththththhhtththhxxttttxthhtttt"
"pierreG","104","2EUR","t","htxttthhtthttttthhhhhhhhhhhtthhthhththththhhhhhthhthxhhthhtthhhhtthhthttththhhtthtthhhhthttthtthhhthht"
"pierreG","105","2EUR","h","ththxhhttttthhhththhtttthttthhthtthtttthhttththttthhtthhhhxtthttttthttxtthhhthhhhttthhhhhhthhthxhhthhhth"
"pierreG","106","1EUR","t","tthhhhthhttthtttttthtththhtttthxththhtthhthhthththxthtthtthhhhtthxttttthttttthhtththhhhhhttttthttthhtht"
"pierreG","107","1EUR","h","tththhhhhhthhttthhhtththhhhthhhtthtttttxthhhthtttthhthxtthhhhhtthxtxhhhhhthtthhtththttththhtxhhxththttthtt"
"pierreG","108","1EUR","t","hththttthhhtthhhhhhthtttthtthhththhhhtthttthhtttttttthhhtthhhtthttthhhhthhhhthhtthhthhhhxhttthhthhtth"
"pierreG","109","1EUR","h","httttttthttththhhhtthththttththhxhthhhhxhttttthtttthttthhhthhtttthtthhhhhhxttthtththhhhhthhxtthhhtththht"
"pierreG","110","1EUR","t","hhtththhthhhhtttttttthttthhtththhthtthttxthhthtthhtthhthhhhhxthhttththtthttththhhthhhhhthhhhtththhhhhh"
"pierreG","111","1EUR","h","tthhtttthhththhtthhtttttthhthhtthhhhttthhhhhhhhtthhtttxtththhthhthttthtththhtththhhhhthtththtthhhthhh"
"pierreG","112","1EUR","t","thhttthhhhhhhthhhhhthhhthhttthhthhhhhthtthttthhttthxthhtxtthtttxtttthttthtthhhttttttthtthththhthhhhhttt"
"pierreG","113","1EUR","h","tthththtttthhthttttttttththhththhhthtttthxhhthttttxhhhhttththhhththhhhhtthhtthhthtthtxththxhththhttthhhh"
"pierreG","114","1EUR","t","ttththtthhhthtthhhhhhhxhththttththhhththhttthhhthththhthtththhthhthtthhththhtttthhthtththhhhttthhthtt"
"pierreG","115","1EUR","h","thhhhxhttthhhhhhhtthhhtttththhhthththhhttthtththhtththththttttthtthttttttttthhthhthhthththhhhhxtthtttt"
"pierreG","116","1EUR","t","hhthhhththhhhhttththhttthhhhxtthhhthhthtthtthhhhtxttthhthhhtttxhhhhhthhtthhthhthhhhthththhhthhtthththtxh"
"pierreG","117","1EUR","h","thhhhtthhhhhththhthhhhhhttththtttthtthtxhhthhthtththttthxhhhhhhttthhhhhthhtxhththtthhhthhhhhthhthththht"
"pierreG","118","1EUR","t","htthhhtttttttthhtthtttttttthhhhttthhhthhtththhththttthhtththhhtthhtththhttttthhtththhtthhthhthhhttht"
"pierreG","119","1EUR","h","httttththhhttthtthhhtthhhthhthtthhhthhtthhxththhthttxhhhttthhththhthtttthtthhttthtthtttttthhthhthtthhh"
"pierreG","120","1EUR","t","hththttttthhhhththtthhtthhhhthhtththtthhhtthttthttthhtthhththhhhthhthhthtthhhthttttthtthhhhhthhhhhhh"
"pierreG","121","0.5EUR","h","hhhhhhhhthhhthhhththhthtttthhhhthhhttthhhhttthxhttthhthhhhtthhhhhtthttthhttthtthhttthhhttxhhhthtthhthh"
"pierreG","122","0.5EUR","t","hthhttthtthtthhhthtxhhhhthhttththttxththhtthttthttththhhhtthtxttththtthhtthttthhttttththttthhtthhttxtttt"
"pierreG","123","0.5EUR","h","tttthhhhhtthhththhhthhhhthhhhthhthhthhthhthhhtthhttttththhhhhthhthtthththhhtththhhhthhthhxhthhthhhtht"
"pierreG","124","0.5EUR","t","htthtttthhttthththhtthhhhtthhhhtththhhxhtttthhttttthhtthhhtthhhhtthhhthththhtththtththtthhhthtttthhtt"
"pierreG","125","0.5EUR","h","hthththththxhttthtttthththhtttttthththtttththhhtthhhtttthxhhhxhtthhththhhttttthhhthttthtthtthhthhththht"
"pierreG","126","0.5EUR","t","hthttthhttxhtttthhthhhhhttthhtthtththtttthhthttthththtthttthhhhhthhtxhhttthtttththhthhhttthhhtthtthtth"
"pierreG","127","0.5EUR","h","ththhhtttththhhtthhtttthhththhhthhthtthhhhtthhtthhhhtthhtthxthhhhhthhthhthtttthhhthxhthtttthxttttthtttt"
"pierreG","128","0.5EUR","t","ttthhtththhhhhhththhxththththttthttthhxhhthhhhhhttthhthtttttthxthhththhthhhhtthxhhhhthhthhhhthhhhthhtthh"
"pierreG","129","0.5EUR","h","thhhhthhttthhhttthtthhttthttthtthtthhhtthhhthhtthhhthttxthhhhthttxhhhhtththxhhhtthhhthtttttthtthhhhthtt"
"pierreG","130","0.5EUR","t","tthtthhhhhhthhthhthhththhttthhthttthhttthttthhtxhththxthhhhhththhtthhthttthttttttttththhhhhttthtthttht"
"pierreG","131","0.5EUR","h","ththhtththhthththtthththhttthxthttttthttthhtthhtthhthhhtthttthhhthtxthtththhhhththhthhtththttttthttttt"
"pierreG","132","0.5EUR","t","ttththhhttthtthhhthhthhhhttthhhthtthhhhhxhttthxtthttthhhththttthhthththhttththttttthhtthhtthttthhtthht"
"pierreG","133","0.5EUR","h","thtthtthxthhhhhthhttthththhtththtxtthttthtthhhththhhhhtttthhhththttththtthhhtthhhhttthhhththttthhthhhh"
"pierreG","134","0.5EUR","t","ththhhhhtxtthhthththhhttthhhhhtthttxttxtththhtththhtthhhhttthhtxhhhhhhhhtthhthhthhhthththhthhhtthttthhht"
"pierreG","135","0.5EUR","h","ttththtthhhthtttthhhhxhtttttththtthhhhhthhhthttthhtththhtthhthhthhhhhhhthhhhttthhttthtthhtthhhhhhtthh"
"pierreG","136","2CHF","t","tttttthhtttthththttththtxhthhtxthhthtthttthxhtthththhhthhthhhhthtthhhtthtthhhhthhhhthhtttxhththhtthththt"
"pierreG","137","2CHF","h","hhhhhtththhhttttthttththtthtthhtthhhhthhhhthtthhhhhttttttttthhxhhhhhhhthttttthhhhttthththhtttttththth"
"pierreG","138","2CHF","t","tttthhtthhthhhthtthttthhthtthtththhhthtttththththhxhhhthhhthtthhhhthhhtthhhthhthtttthhhhtthhthttttttt"
"pierreG","139","2CHF","h","hhthhhhhhtthththththhhhththttthhthtthhhhhthhhhhttthhhtthththththhhttttthhtttththhhtthhhhhthtthhtttth"
"pierreG","140","2CHF","t","hhtthtthttthhhhhthtttththhhhtththhhthhttthttttthhhtttthththhhthhttthhthxtthttthhhhhththhthttttthhthht"
"pierreG","141","2CHF","h","ttthtthhhttththhhtththhhhhthhtththhhtththththththxthhhhhthhthhhhhhhthhhhhthhhtthhtttxthththhththhhttth"
"pierreG","142","2CHF","t","hhhtxtthththhthththhthhthhhhtthhtthhthhhtxthttthtthhthhtthtttththhttttthhhthhthhthhttthhhtthtthhhthhtt"
"pierreG","143","2CHF","h","ththhhttthtthtthhtththhthhthhhtthhhhhhthttththhhhthtththtttththhtthtthhtthhhttttthttthhththtthttttht"
"pierreG","144","2CHF","t","thhtthhthhhhthttththhtthhttthttthttthhhthhhhthhtttthhhhhthhhthttxttttthththhhththththhhththtttthhthth"
"pierreG","145","2CHF","h","thhtththhhthhhtthhhhhttthhthhhhxhhhtthhththtttththhhtththhtththtttttxthtthhhhtthttthtththttthhhthttthh"
"pierreG","146","2CHF","t","tthtthhhtththttxhthhththttththtthtxhhhtthhhhtththhhthhttthhthhhtxhhhttxtththhtttttttthhhthhhhthtththtthh"
"pierreG","147","2CHF","h","hhthththhtttthhhhtttthhththhhhththtthxthhtthhtththtthhhhthhhththttthttthhttttthtthhththtththttthhhtht"
"pierreG","148","2CHF","t","httthhhhtthhhthhthhhhhhhhhtttththhhhhttththththxhttxttthhhthtttthhtttthhhhhhtxxttthhtththhtttthttththttt"
"pierreG","149","2CHF","h","ththhthhhhhhthhthhhhhtthttththttthttttthhttttthttthhhththhththttthtttthhhhththhhthththttxthhhtthhhttt"
"pierreG","150","2CHF","t","tttthhhhttthhthhtttthhththhthttthtthhtthhhhttttthhtttxhttthhhhhhtthhhhhttthhththhthhhhhttththtthxthtth"
"amirS","1","5MAD","t","xxxthxhxtxththhhthttthxhthtthxxhhttxxxxhtxxttthtxthhtxtttththtxthttthtxhththhhthhhhhhxhtxhhhhtthxththhhhhhthhttthtxhhhxhhtht"
"amirS","2","5MAD","t","thhxxhhhxttttttthttthhttttxhthhhhthththtxhththhxtthhhtthhhxtxtthttthtththtththhhthhhtthtthhhthtxhxhxhhhxhthhhhxhh"
"amirS","3","5MAD","h","hthhtttxtxhhttthtthxtthhhhthhhxhhhthtttxhtthtxxhxhxhhhthtthhtxhhxhhthxhhtttxhtththtthttttxhtthhhtxtthhhhthhhtxxthhhtxxh"
"amirS","4","5MAD","t","xhxthhhhxththhttxhhhhhxxhttxhtxtttxthhxtxthhhtxhtxttthtththhththhhttthtttthttttxththhtxtthhttthhxhhhtthhtxttxttxhhthxxhxxhh"
"amirS","5","5MAD","t","hhhhhhthhthhhhxthxtxttthtxhhhthtthxhhhththxhtxtttxhththttxxthhhxhthhthtththhtxhthtttttthhthtxttxthhthththxxthttxhtttt"
"amirS","6","5MAD","t","hhhthtthhhhxtthttxhhtxthhthtxhtxhhtxhthtxhtxhhhhtxhthhththththxxthtxhhhhhxhtxttththhhthxththxhtttttththtxhthtthththth"
"amirS","7","5MAD","t","tthxtxthhhxxhtthxthhthhthtttthtxhtxhhhxhhxtxhhtxttxhhhhxhhththxtxhhththtxxhhhhhtxtthhxhxthhtttttttthhtxhthxxhtxhxththtttththtt"
"amirS","8","5MAD","h","xtxxhxhtttthhhtthtthtthxxhhhhthhxtthhhxxxhxthttxhhhhxxhttthhhxthxtxhhhhtxxhthhtxtxtttxhtxtthhhhtxhxhthxhxthhxtxhxtthhhthhhthhtttxth"
